mssv,dtbhk_1,dtbhk_2,dtbhk_3,dtbhk_4,dtbhk_5,dtbhk_6,dtbhk_7,dtbhk_8,dtbhk_9,dtbhk_10,dtbhk_11,dtbhk_12,dtbhk_13,dtbhk_14,dtbhk_15,dtbhk_16,dtbhk_17,dtbhk_18,dtbhk_19,dtbhk_20,dtbhk_21,dtbhk_22,dtbhk_23,dtbhk_24,dtb_toankhoa
11DBAB25XPvAibaEXe+LbSgCtk53mZyeDmgqgBLK,6.53,7.39,7.58,7.27,6.79,7.84,7.6,7,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.34
1363A2B0XPvAibaEXe+LbSgCtk53mQ3eIJ0XIhU9,5.79,5.17,5.31,5.98,5.9,5.43,4.76,1.52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.28
43057FFAXPvAibaEXe+LbSgCtk53mZ4STa1WL1s6,8.53,7.96,7.97,8.8,8.92,9.48,9.36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.66
56B3706FXPvAibaEXe+NyYotv4FWdQb1GDwwPc4y,8.36,7.08,7.58,7.85,8.24,8.36,8.05,7.51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.02
23257A45XPvAibaEXe+NyYotv4FWdX/iqtA3KP4P,0.89,0.04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.43
94D6B658XPvAibaEXe+NyYotv4FWdVcOVndmVKqU,1.78,7.02,4.43,0.4,0.58,0.38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.14
CD625BE8XPvAibaEXe+NyYotv4FWdaHkUWgX4W98,8.23,7.48,6.44,7.58,7.61,7.89,8.18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.54
5D749C31XPvAibaEXe+NyYotv4FWdSswpY7zzBtF,7.68,8.24,8.26,8.57,7.99,6.91,8.37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.03
0FCE1BEBXPvAibaEXe+NyYotv4FWdbC4ZrmLSdK9,7.04,7.19,9.35,9.14,9.12,8.38,8.86,8.98,7.9,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.47
A5AD7F42XPvAibaEXe+NyYotv4FWdRCg2rhV8A+t,8.27,8.16,7.7,8.12,8.31,8.26,8.68,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.25
0597247FXPvAibaEXe+NyYotv4FWdZdBHNs2i/Tz,8.25,3.61,6.83,6.28,3.81,3.71,6.44,5.79,0.54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.89
B680AF1DXPvAibaEXe+NyYotv4FWdQkSciQUoc7k,4.08,0.69,5.88,5.09,0,7.03,6.46,8.6,7.85,3.49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.85
A3235CC9XPvAibaEXe+HozZBb+7rZ9E4VkD2cGL9,5.69,5.78,6.46,7.19,7.15,7.44,8,7.06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.02
22FDE38BXPvAibaEXe+HozZBb+7rZ8CUdukq7hU0,5.96,5.34,6.25,5.88,5.72,7.39,6.15,5.1,0.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.81
F81F35D8XPvAibaEXe+HozZBb+7rZ87RQpi8y1OA,8.27,8.43,7.84,7.77,8.21,9,8.86,7.17,5.5,6.34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.94
39AC9DBFXPvAibaEXe+HozZBb+7rZ377lAPFyj3+,7.79,7.84,7.7,8.52,0,8.46,9.08,7.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.07
4D1625E0XPvAibaEXe+HozZBb+7rZ8qIqYGCT2j8,8.15,6.93,6.76,8,6.85,4.53,7.38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7
220B6282XPvAibaEXe+HozZBb+7rZ5kkwLLN9tOG,5.95,5.12,5.85,6.67,4.03,4.7,5.44,3.31,2.74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.07
17FCE4D9XPvAibaEXe+HozZBb+7rZxALMBBHEZ9+,7.97,6.2,7.17,6.9,7.72,7.18,8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.4
3D566640XPvAibaEXe+HozZBb+7rZ990ZqjSt5C3,6.33,6.67,6.52,7.88,7.54,8.22,8.59,7.93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.4
0A2E8D02XPvAibaEXe+HozZBb+7rZ38QviMj8FHH,5.74,5.61,6.99,6.85,7.06,6.87,7.24,6.5,7.85,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.99
ABE72D5EXPvAibaEXe+HozZBb+7rZ8gGaZ/mf05X,9.05,8.46,6.7,7.93,7.77,7.45,6.87,8.04,1.33,8.55,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.44
2758EF93XPvAibaEXe9QVsCW2codOY5HidKctFNb,5.43,5.79,3.87,6.63,5.39,6.84,5.89,4.36,4.57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6
FE64BAD1XPvAibaEXe9QVsCW2codOdNt/YGcRKgc,7.59,8.03,7.57,8.32,8.23,7.86,7.94,5.45,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.6
CBC494F4XPvAibaEXe9QVsCW2codOVicJNTSm0ln,8.21,7.32,7.36,7.65,7.82,8.02,8.18,8.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.82
FB774BDEXPvAibaEXe9QVsCW2codOWRvBvtWKGfd,5.75,5.14,3.23,3.91,5.84,6.22,5.63,4,1.73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.06
36779542XPvAibaEXe9QVsCW2codORJGccqM7KCC,7.84,7.97,8.14,8.18,8.28,8.43,8.38,8.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.18
2DB93AA4XPvAibaEXe9QVsCW2codOYTykgcwK6+j,9.47,8.87,8.63,8.92,8.97,8.12,8.43,8.67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.77
182882C5XPvAibaEXe9QVsCW2codObMyHzMeOU9S,8.51,5.84,5.89,7.1,6.84,7.19,7.68,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.11
D0CCAEDEXPvAibaEXe9QVsCW2codOUvohLGcqFnU,8.56,7.58,7.64,7.53,8.02,8.02,8.3,7.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.89
AC25A75AXPvAibaEXe+43HJfrfERJIFWIgMlAk9y,6.34,6.8,6.92,7.57,6.81,8.06,7.68,8.16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.39
AB84913AXPvAibaEXe+43HJfrfERJPFqeCP5q6fw,7.22,7.1,7.4,7.82,7.36,7.31,8.29,6.95,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.44
4693167AXPvAibaEXe+43HJfrfERJIcDmCCTLcve,6.71,7.68,7.28,7.13,5.97,7.47,7.48,3.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.97
35F1E8E2XPvAibaEXe+43HJfrfERJLIGxAtadgu3,5.74,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.28
2C5ACFD5XPvAibaEXe+43HJfrfERJBKn5Utcp9fJ,6.85,6.74,6.11,7.39,6.57,9.17,8.31,8.25,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.31
172C622DXPvAibaEXe+43HJfrfERJJs337WG3OmJ,1.71,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
EB097949XPvAibaEXe+43HJfrfERJL2qy4GDIBkq,6.08,5.97,6.39,6.25,6.59,6.61,8.46,6.44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.86
F2EB7AEFXPvAibaEXe+43HJfrfERJHS1cJl0nVI6,9.12,9.3,8.81,9.33,8.95,9.08,9.33,9.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9.15
98B6E1EFXPvAibaEXe+43HJfrfERJFNdePM6r1ro,7.35,8.58,7.81,8.44,8.38,8.17,8.45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.16
988C88D1XPvAibaEXe/0WaLAM5c/YParqfNoyROx,7.44,8.01,7.25,8.49,8.46,8.64,9.13,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.17
E02F0417XPvAibaEXe/0WaLAM5c/YNIaiPLxlZw1,4.97,2.16,0.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.13
633C2DB4XPvAibaEXe/0WaLAM5c/YKShxsrcX9XB,7.38,6.93,7.06,8.66,7.95,8.45,8.28,8.12,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.75
0D5711A8XPvAibaEXe/0WaLAM5c/YIOGjiiYt77w,5.82,4.71,5.8,5.37,6.72,7.31,6.61,8.16,6.09,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.88
FE98A837XPvAibaEXe/0WaLAM5c/YL7tytv12HOM,7.86,7.81,7.68,8.09,7.85,8.36,8.63,7.64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.98
439F54D3XPvAibaEXe/0WaLAM5c/YG/GGEBZ3h4n,7.91,6.83,6.4,6.7,6.7,8.46,6.98,8.2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.21
45C0A7D1XPvAibaEXe/0WaLAM5c/YDeTZqvxLwPY,7.14,6.53,6.47,7.19,8.89,8.58,8.15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.49
6E093084XPvAibaEXe/0WaLAM5c/YJI8e2JJmqyB,6.33,5.97,6.23,6.22,6.39,8.07,8.04,7.78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.07
EF0059EEXPvAibaEXe/0WaLAM5c/YKXUfKbMtkzT,5.15,5.01,5.45,7.88,7.38,6.44,8.26,7.14,6.2,8.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.07
64EA2350XPvAibaEXe/0WaLAM5c/YGCkjHbj1eiR,7.02,5.36,5.9,7.05,6.05,6.97,7.21,7.65,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7
4E29F6A5XPvAibaEXe/EaMzFFtVZpI+spNZF/JRs,6.54,7.86,6.89,8.29,8.79,7.54,8.75,9.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.84
84488B29XPvAibaEXe/EaMzFFtVZpGY8EEdZMOw+,8.07,8.34,7.6,8.52,7.93,9.03,8.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.25
E598083BXPvAibaEXe/EaMzFFtVZpBJHVwhd7gpc,8.23,8.03,7.3,6.96,7.23,7.55,7.88,7.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.57
4D86C9D7XPvAibaEXe/EaMzFFtVZpOiupHC5HMKX,5.29,4.15,3.34,0.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.01
DA0D2FAFXPvAibaEXe/EaMzFFtVZpBZ08/yfvr8P,7.39,4.59,1.4,5.08,6.24,0.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.6
840BA7D5XPvAibaEXe/EaMzFFtVZpC9I0eENTuuG,7.11,6.55,7.19,7.79,7.24,7.84,7.89,8.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.68
33589339XPvAibaEXe/EaMzFFtVZpA+yXzZn1Gwh,8.15,7.13,6.82,7.06,7.39,8.04,8.54,8.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.64
D41D7CC5XPvAibaEXe/EaMzFFtVZpMBXA+5p7K5r,7.06,7.21,6.34,7.22,7.77,7.65,8.92,8.28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.46
0EE35AD6XPvAibaEXe8IXn+MV9wqkgOVjPwGg7/9,8.26,8.7,8.04,8.13,8.41,8.18,8.81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.35
7372A3C8XPvAibaEXe8IXn+MV9wqktrUllg1+oDo,5.27,6.6,7.9,6.5,7.43,7,8.15,8.29,7.19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.25
A5BDD88CXPvAibaEXe8IXn+MV9wqkkkoWxNCMMdN,7.71,2.52,0.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.48
5B4CCD24XPvAibaEXe8IXn+MV9wqkrCPgCLLFjIC,8.51,7.91,7.94,7.7,8.31,9.2,9.04,9.08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.4
D4132662XPvAibaEXe8IXn+MV9wqkhnz3lQtZR08,7.91,7.53,7.79,8.41,8.93,8.94,8.84,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.26
83C48DC7XPvAibaEXe8IXn+MV9wqkkAswm7lxemz,0,0.24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.24
8A05DE3AXPvAibaEXe8IXn+MV9wqktUaNou4qlfi,7.74,7.75,7.59,7.04,6.54,6.19,3.31,4.22,5.64,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.6
BEE887D8XPvAibaEXe8IXn+MV9wqksnBCoDgjGDr,5.54,5.65,5.69,7.09,8.16,7.82,7.28,7.11,5.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.12
A45E25CBXPvAibaEXe91UcttbrYag9XGEb6iYQdc,7.59,7.56,7.34,7.75,6.94,8.81,7.8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.84
6B3A1BFDXPvAibaEXe91UcttbrYagz1zT7x+7HpT,8.05,7.88,7.83,7.2,8,8.92,9.23,9.3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.12
829B9071XPvAibaEXe91UcttbrYag0wNDqn7ao3g,7.96,5.96,5.51,6.83,0.56,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.45
91945925XPvAibaEXe91UcttbrYagy1qbie5GMyH,1.81,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.81
0274C264XPvAibaEXe91UcttbrYag2jklAZJMb7s,5.99,5.61,5.12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.62
061D03BCXPvAibaEXe91UcttbrYag6MuRitfVOUg,5.58,3.8,6.54,6.81,7.06,6.73,6.93,2.62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.97
71F5F773XPvAibaEXe91UcttbrYagwpmSjMdRSlJ,7.19,7.69,7.87,8.36,8.67,8.6,8.53,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.11
63EB73C7XPvAibaEXe91UcttbrYag3NEmXVvQwjs,7.15,7.04,6.92,7.64,8,8.48,8.43,9.47,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.77
9C9BB502XPvAibaEXe91UcttbrYag5HwwfofsC9O,5.33,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.31
953A77B9XPvAibaEXe/0VyaRB0LQpHtyejN9MHOh,8.52,6.94,7.48,7.75,6.97,8.74,9.13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.77
8ADDBE8DXPvAibaEXe/0VyaRB0LQpIEHQN7xQm4R,7.03,7.96,7.73,8.48,8.06,8.67,8.27,7.99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.06
BAB77426XPvAibaEXe/0VyaRB0LQpGXE5SAui8o+,8.59,7.98,7.66,8.53,6.86,8.64,8.67,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.22
B97677C8XPvAibaEXe/0VyaRB0LQpF9A3JD8zrNY,6.92,6.95,5.89,7.05,6.72,7.69,6.48,7.41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.94
B62CF085XPvAibaEXe/0VyaRB0LQpHvqWTgYSoo3,7.19,5.1,5.92,3.4,4.77,3.8,3.95,3.67,8.4,5.46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.21
055BAF5DXPvAibaEXe/0VyaRB0LQpI2nprMmUPej,9.22,8.27,8.26,8.38,9.21,9.18,9.23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.77
20DAD6C3XPvAibaEXe/0VyaRB0LQpBMiN0noUGib,8.26,7.94,7.19,7.86,8.28,8.62,8.66,8.52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.08
B07AA112XPvAibaEXe/0VyaRB0LQpHJQ9rCptZjA,8.62,8.33,8.43,8.35,8.46,8.9,8.65,9.7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.6
13D3B806XPvAibaEXe/OS4eb0G5N4lBAhY+lVQgb,8.09,8.08,6.58,7.22,8.39,8.23,8.48,9.07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.08
0B770EDDXPvAibaEXe/OS4eb0G5N4mWykgCvQ5ep,7.2,7.47,5.33,7.2,5.37,7.65,7.66,7.7,4.6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.89
DD52427EXPvAibaEXe/OS4eb0G5N4kHpunB8+Rph,6.25,6.74,5.97,7.14,5.54,6.85,7.13,9.47,5.1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.61
F47C0BFAXPvAibaEXe/OS4eb0G5N4iLf8Q8d67rT,6.79,6.8,5,5.54,5.79,8.02,8.86,8.89,8.64,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.52
DB198EE8XPvAibaEXe/OS4eb0G5N4kNir2+7PYim,6.9,6.68,6.99,7.75,7.35,8.43,7.8,8.07,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.54
D03DC7D8XPvAibaEXe/OS4eb0G5N4kUNjl/fwJ+t,5.97,6.1,7.05,6.66,6.49,5.75,6.18,6.84,6.85,7.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.59
EC7F7325XPvAibaEXe/OS4eb0G5N4vXTblAEvGrP,6.16,6.1,7.26,6.91,7.55,4.88,8.09,2.63,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.35
E1802B38XPvAibaEXe/OS4eb0G5N4hhNqtrHnq1p,8.76,7.6,9.26,7.61,7.14,8.05,8.25,7.94,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.06
08245B1BXPvAibaEXe/OS4eb0G5N4gR61g9w5JG8,7.73,6.88,5.87,7.35,6.63,7.51,8.4,7.37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.27
284A2135XPvAibaEXe+AdDQ9dDabO0fMh2wGcQkX,6.15,7.88,6.19,0.49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.41
E79F8CCEXPvAibaEXe+AdDQ9dDabO/BKanvJ//W9,6.46,6.43,6.41,7.86,7.47,8.03,7.49,7.67,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.41
D5D7C5D8XPvAibaEXe+AdDQ9dDabO4Q9AlJ75ho/,6.94,8.25,7.04,6.88,5.63,6.63,7.17,6.7,6.75,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.07
95FC9CA2XPvAibaEXe+AdDQ9dDabO3PLMsXznU1I,7.05,7.9,7.28,7.34,8.13,8.48,8.62,8.59,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.02
8E98DF09XPvAibaEXe+AdDQ9dDabOwH1+RgVACSr,5.73,4.87,6.9,7.4,7.39,0,6.88,6.32,3.13,1.44,5.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.15
31366966XPvAibaEXe+AdDQ9dDabO16ivYPhB80s,8.78,8.83,8.53,8.6,8.76,8.77,8.53,8.92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.72
22EEC1D1XPvAibaEXe+AdDQ9dDabO3arLIsF1KpG,8.56,7.59,8.35,7.92,8.41,7.81,7.03,6.92,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.97
4832BAF8XPvAibaEXe+AdDQ9dDabOwCMebeWNCqV,7.74,6.95,6.78,6,7.82,7.98,7.87,7.91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.43
53C995CEXPvAibaEXe+AdDQ9dDabO+SZT/LN+2tF,5.63,5.84,4.92,5.79,7.09,6.5,7.17,6.14,2.2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.61
0FAB89A8XPvAibaEXe+M/BSgLkQKVyUPrC5fe/9g,6.53,3.97,6.62,7.55,6.19,8.07,8.22,4.9,4.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.16
CB0BA297XPvAibaEXe+M/BSgLkQKV1OtiUKsEhKw,5.99,3.32,0.21,4.33,2.68,1.87,6.87,2.41,4.46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.79
A8CCE8ABXPvAibaEXe+M/BSgLkQKVxUkNe3Su7pE,8.61,7.48,7.68,7.93,8.14,8.74,8.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.12
53693DBAXPvAibaEXe+M/BSgLkQKV6YJIMmVLG/Y,6.71,7.18,7.27,7.88,8.61,8.97,8.95,9.1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.05
71FA96A3XPvAibaEXe+M/BSgLkQKV9PQj6mGkFh2,6.32,5.14,6.81,7.86,5.63,8.08,8.12,7.66,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.48
B6C3253FXPvAibaEXe+M/BSgLkQKV6Onf6DXwGaD,6.6,7.28,6.4,8.21,6.78,8.64,8.21,8.12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.53
DF3BC1C9XPvAibaEXe+M/BSgLkQKV0cyn1JRzOED,7.94,7.72,8.51,8.67,8.06,8.17,8.63,7.8,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.21
420E4959XPvAibaEXe+M/BSgLkQKV5oETxpmy5sD,5.8,3.65,4.69,3.07,5.86,6.3,5.98,6.16,5.4,5.4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5.88
6055C1E7XPvAibaEXe92yZ7KcyiZXse9oHY6yMZD,6.85,7.98,7.67,7.59,8.17,8.42,8.61,8.6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.93
3940EBAAXPvAibaEXe92yZ7KcyiZXgLY9OcYF2S/,8.11,8.47,8.64,8.17,8.9,7.99,8.47,9.1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8.45
33591D7CXPvAibaEXe92yZ7KcyiZXmxmlQ1hshHd,7.39,6.83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.09
5E4A28E3XPvAibaEXe92yZ7KcyiZXtzuwGAHSxqd,4.98,6.27,4.89,4.37,4.72,5.29,8.12,7.4,5.29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.08
C0AF3102XPvAibaEXe92yZ7KcyiZXjRvzGJGaXth,5.93,6.78,5.54,7.43,7.69,7.92,8.1,7.46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7.31
60CAE25AXPvAibaEXe92yZ7KcyiZXrlBNwVr/7w6,4.85,4.19,4.9,5.03,5.18,2.96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4.61
FA4EEA3EXPvAibaEXe92yZ7KcyiZXk/LOHYaTJH2,0.51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.51
